"d" "date" "P" "ETpot" "Qobs" "fXG" "fXS" "hSmin" "Gobs" "ETact" "Q" "fVG" "fGS" "fQS" "dSM" "dSMeq" "dG" "hS" "hQ" "W"
1323633600 20111211200000 0 0 0.0582 0 0 0 0 0 0.0322 -0.0598 0.0155 0 200.01 199.99 1113.67 184.17 0 0.4031
1323637200 20111211210000 0 0 0.0582 0 0 0 0 0 0.0316 -0.0603 0.0156 0 200.02 200.01 1113.73 182.57 0 0.403
1323640800 20111211220000 0 0 0.0576 0 0 0 0 0 0.0311 -0.0608 0.0157 0 200.04 200.03 1113.79 181.03 0 0.4029
1323644400 20111211230000 0 0 0.057 0 0 0 0 0 0.0307 -0.0612 0.0158 0 200.05 200.04 1113.86 179.54 0 0.4029
1323648000 20111212000000 0 0 0.057 0 0 0 0 0 0.0302 -0.0617 0.016 0 200.07 200.06 1113.92 178.12 0 0.4028
1323651600 20111212010000 0.1 0 0.057 0 0 0 0 0 0.0298 -0.0621 0.0161 0 200.03 200.07 1113.98 176.85 0.04 0.403
1323655200 20111212020000 0.2 0 0.0565 0 0 0 0 0 0.0294 0.2242 0.0161 0.0123 199.92 200.02 1113.75 176.95 0.11 0.4034
1323658800 20111212030000 0 0 0.057 0 0 0 0 0 0.0294 0.4392 0.0162 0.0331 199.94 199.9 1113.31 178.94 0.08 0.4034
1323662400 20111212040000 0.1 0 0.0565 0 0 0 0 0 0.03 -0.1872 0.0161 0.0229 199.9 199.95 1113.5 179.93 0.09 0.4036
1323666000 20111212050000 0.1 0 0.0565 0 0 0 0 0 0.0303 0.2548 0.016 0.0281 199.85 199.88 1113.24 181.41 0.1 0.4037
1323669600 20111212060000 0.3 0 0.057 0 0 0 0 0 0.0308 0.1457 0.0159 0.0318 199.69 199.85 1113.1 183.4 0.19 0.4045
1323673200 20111212070000 1.1 0 0.0576 0 0 0 0 0 0.0314 0.7454 0.0157 0.0589 199.05 199.65 1112.34 188.83 0.58 0.4072
1323676800 20111212080000 0.3 0.0056 0.0593 0 0 0 0 0.0055 0.0344 2.1723 0.0152 0.1722 198.89 199.09 1110.15 204.42 0.53 0.4079
1323680400 20111212090000 0 0.0133 0.0604 0 0 0 0 0.0131 0.0394 0.605 0.0142 0.1483 198.92 198.93 1109.54 216.73 0.38 0.4078
1323684000 20111212100000 0 0.0233 0.0609 0 0 0 0 0.0229 0.0426 0.0413 0.0136 0.115 198.96 198.92 1109.5 225.3 0.26 0.4076
1323687600 20111212110000 0 0.0378 0.0609 0 0 0 0 0.0371 0.0458 -0.1858 0.0129 0.0796 199.01 198.97 1109.68 229.93 0.18 0.4074
1323691200 20111212120000 0 0.0611 0.0609 0 0 0 0 0.06 0.0476 -0.1949 0.0125 0.055 199.08 199.02 1109.88 231.87 0.12 0.4071
1323694800 20111212130000 0 0.04 0.0604 0 0 0 0 0.0393 0.0483 -0.3007 0.0123 0.0381 199.13 199.1 1110.18 232.05 0.09 0.4069
1323698400 20111212140000 0 0.0178 0.0631 0 0 0 0 0.0175 0.0484 -0.1742 0.0123 0.0263 199.16 199.14 1110.36 231.05 0.06 0.4067
1323702000 20111212150000 0 0.0011 0.062 0 0 0 0 0.0011 0.048 -0.1005 0.0124 0.0182 199.18 199.17 1110.46 229.31 0.04 0.4067
1323705600 20111212160000 0 0 0.0598 0 0 0 0 0 0.0473 -0.0403 0.0125 0.0126 199.19 199.18 1110.5 227.09 0.03 0.4066
1323709200 20111212170000 0 0 0.0593 0 0 0 0 0 0.0465 -0.0506 0.0127 0.0087 199.2 199.19 1110.55 224.58 0.02 0.4066
1323712800 20111212180000 0 0 0.0587 0 0 0 0 0 0.0455 -0.0488 0.0128 0.006 199.21 199.2 1110.6 221.92 0.01 0.4065
1323716400 20111212190000 0 0 0.057 0 0 0 0 0 0.0445 -0.0502 0.013 0.0042 199.23 199.22 1110.65 219.19 0.01 0.4065
1323720000 20111212200000 0 0 0.0565 0 0 0 0 0 0.0435 -0.0508 0.0132 0.0029 199.24 199.23 1110.7 216.46 0.01 0.4064
1323723600 20111212210000 0 0 0.0559 0 0 0 0 0 0.0425 -0.0517 0.0135 0.002 199.26 199.24 1110.76 213.75 0 0.4063
1323727200 20111212220000 0 0 0.0554 0 0 0 0 0 0.0415 -0.0525 0.0137 0.0014 199.27 199.26 1110.81 211.11 0 0.4063
1323730800 20111212230000 0 0 0.0554 0 0 0 0 0 0.0406 -0.0533 0.0139 0.001 199.28 199.27 1110.86 208.53 0 0.4062
1323734400 20111213000000 0 0 0.0548 0 0 0 0 0 0.0396 -0.054 0.0141 0.0007 199.3 199.29 1110.92 206.04 0 0.4062
1323738000 20111213010000 0 0 0.0548 0 0 0 0 0 0.0388 -0.0548 0.0142 0.0005 199.31 199.3 1110.97 203.63 0 0.4061
1323741600 20111213020000 0.5 0 0.0554 0 0 0 0 0 0.0379 -0.0555 0.0144 0.0003 199.03 199.31 1111.03 201.81 0.2 0.4073
1323745200 20111213030000 2.4 0 0.0565 0 0 0 0 0 0.0373 1.369 0.0146 0.0622 197.62 198.96 1109.65 208.15 1.12 0.4134
1323748800 20111213040000 2.1 0 0.0609 0 0 0 0 0 0.0449 5.7454 0.0134 0.4012 196.41 197.47 1103.84 247.22 1.59 0.4187
1323752400 20111213050000 1.1 0 0.0703 0 0 0 0 0 0.0627 4.0351 0.0105 0.4807 195.78 196.42 1099.77 291.17 1.56 0.4215
1323756000 20111213060000 0.1 0 0.082 0 0 0 0 0 0.0825 1.9637 0.0076 0.4269 195.73 195.91 1097.78 326.48 1.17 0.4217
1323759600 20111213070000 0.4 0 0.0947 0 0 0 0 0 0.0986 0.8722 0.0054 0.3393 195.5 195.69 1096.9 351.49 1 0.4227
1323763200 20111213080000 0 0.0094 0.1047 0 0 0 0 0.0092 0.1122 0.5457 0.0037 0.2751 195.52 195.54 1096.35 368.13 0.72 0.4226
1323766800 20111213090000 0.2 0.0203 0.1146 0 0 0 0 0.02 0.1206 0.2018 0.0027 0.2096 195.42 195.49 1096.15 377.48 0.59 0.423
1323770400 20111213100000 1.6 0.0156 0.123 0 0 0 0 0.0153 0.1251 0.3261 0.0021 0.1813 194.52 195.41 1095.82 384.9 1.09 0.427
1323774000 20111213110000 0 0.0312 0.1285 0 0 0 0 0.0307 0.1345 2.7152 0.0012 0.2995 194.55 194.7 1093.08 401.48 0.79 0.4268
1323777600 20111213120000 0 0.0781 0.1357 0 0 0 0 0.0769 0.1418 0.7406 0.0004 0.2396 194.63 194.51 1092.33 411.23 0.54 0.4265
1323781200 20111213130000 0 0.0391 0.1412 0 0 0 0 0.0385 0.1489 -0.5503 -0.0003 0.1658 194.67 194.66 1092.88 412.85 0.38 0.4263
1323784800 20111213140000 0 0.0062 0.1446 0 0 0 0 0.0061 0.1502 -0.05 -0.0005 0.1147 194.67 194.67 1092.93 409.25 0.26 0.4263
1323788400 20111213150000 0 0 0.1446 0 0 0 0 0 0.1475 -0.0149 -0.0002 0.0793 194.67 194.67 1092.95 402.42 0.18 0.4263
1323792000 20111213160000 0 0 0.1412 0 0 0 0 0 0.1425 0.0045 0.0004 0.0549 194.67 194.67 1092.94 393.69 0.12 0.4263
1323795600 20111213170000 0 0 0.1368 0 0 0 0 0 0.1362 -0.0029 0.0011 0.038 194.67 194.67 1092.95 383.98 0.09 0.4263
1323799200 20111213180000 0 0 0.1302 0 0 0 0 0 0.1278 -0.0054 0.0021 0.0242 194.67 194.67 1092.95 373.83 0.06 0.4263
1323802800 20111213190000 0 0 0.1257 0 0 0 0 0 0.121 -0.0087 0.0029 0.0173 194.68 194.68 1092.96 363.76 0.04 0.4263
1323806400 20111213200000 0 0 0.1218 0 0 0 0 0 0.1161 -0.0112 0.0035 0.0134 194.68 194.68 1092.97 353.85 0.03 0.4262
1323810000 20111213210000 0 0 0.1174 0 0 0 0 0 0.1098 -0.0144 0.0043 0.0093 194.69 194.68 1092.99 344.24 0.02 0.4262
1323813600 20111213220000 0 0 0.1135 0 0 0 0 0 0.1039 -0.0175 0.0051 0.0064 194.69 194.69 1093.01 335 0.01 0.4262
1323817200 20111213230000 0 0 0.1097 0 0 0 0 0 0.0984 -0.0205 0.0059 0.0045 194.7 194.69 1093.03 326.19 0.01 0.4262
1323820800 20111214000000 0 0 0.1069 0 0 0 0 0 0.0933 -0.0234 0.0066 0.0031 194.7 194.7 1093.05 317.82 0.01 0.4262
1323824400 20111214010000 0 0 0.1036 0 0 0 0 0 0.0887 -0.0262 0.0073 0.0021 194.71 194.7 1093.08 309.89 0 0.4261
1323828000 20111214020000 0 0 0.1002 0 0 0 0 0 0.0844 -0.0288 0.0079 0.0015 194.72 194.71 1093.11 302.4 0 0.4261
1323831600 20111214030000 0 0 0.098 0 0 0 0 0 0.0804 -0.0313 0.0085 0.001 194.73 194.72 1093.14 295.31 0 0.426
1323835200 20111214040000 0 0 0.0958 0 0 0 0 0 0.0768 -0.0336 0.0091 0.0007 194.74 194.73 1093.17 288.61 0 0.426
1323838800 20111214050000 0 0 0.0936 0 0 0 0 0 0.0734 -0.0359 0.0096 0.0005 194.75 194.74 1093.21 282.28 0 0.426
1323842400 20111214060000 4.5 0 0.0925 0 0 0 0 0 0.0703 -0.0379 0.0101 0.0003 192.17 194.75 1093.25 280.8 1.92 0.4372
1323846000 20111214070000 4.8 0 0.0991 0 0 0 0 0 0.0855 11.5377 0.0083 0.7773 189.51 191.77 1081.59 355.6 3.26 0.4489
1323849600 20111214080000 1.4 0.0109 0.1634 0 0 0 0 0.0107 0.1372 7.6152 0.0024 0.9461 188.75 189.8 1073.9 438.13 2.93 0.4522
1323853200 20111214090000 0.1 0.0082 0.2415 0 0 0 0 0.0081 0.1935 3.1015 -0.0036 0.7889 188.7 189 1070.77 497.39 2.18 0.4525
1323856800 20111214100000 0 0.0558 0.293 0 0 0 0 0.055 0.2361 0.8266 -0.0085 0.5889 188.75 188.79 1069.93 531.76 1.58 0.4523
1323860400 20111214110000 0 0.0571 0.3107 0 0 0 0 0.0563 0.2617 0.075 -0.0116 0.4362 188.79 188.77 1069.86 547.99 1.14 0.4521
1323864000 20111214120000 0 0.0354 0.2869 0 0 0 0 0.0349 0.2736 -0.0924 -0.0131 0.3222 188.81 188.79 1069.95 551.5 0.82 0.452
1323867600 20111214130000 0 0.0204 0.2586 0 0 0 0 0.0201 0.2746 -0.0669 -0.0133 0.2305 188.82 188.81 1070.02 545.75 0.59 0.4519
1323871200 20111214140000 0 0.0109 0.2376 0 0 0 0 0.0107 0.2668 -0.0217 -0.0123 0.165 188.82 188.82 1070.04 534.32 0.42 0.4519
1323874800 20111214150000 0 0.0014 0.2204 0 0 0 0 0.0014 0.254 0.0118 -0.0107 0.118 188.81 188.81 1070.03 519.65 0.3 0.452
1323878400 20111214160000 0 0 0.2071 0 0 0 0 0 0.2389 0.0325 -0.0088 0.0845 188.8 188.81 1069.99 503.32 0.21 0.452
1323882000 20111214170000 0 0 0.1955 0 0 0 0 0 0.2229 0.032 -0.0069 0.0604 188.79 188.8 1069.96 486.38 0.15 0.4521
1323885600 20111214180000 0 0 0.1855 0 0 0 0 0 0.2073 0.0255 -0.005 0.0432 188.79 188.79 1069.94 469.48 0.11 0.4521
1323889200 20111214190000 0 0 0.1772 0 0 0 0 0 0.1924 0.0184 -0.0033 0.0309 188.78 188.79 1069.92 453 0.08 0.4521
1323892800 20111214200000 0 0 0.1695 0 0 0 0 0 0.1786 0.0117 -0.0017 0.0221 188.78 188.78 1069.9 437.18 0.06 0.4521
1323896400 20111214210000 0 0 0.1628 0 0 0 0 0 0.166 0.0056 -0.0003 0.0158 188.78 188.78 1069.9 422.14 0.04 0.4521
1323900000 20111214220000 0 0 0.1567 0 0 0 0 0 0.1545 0.0002 0.001 0.0113 188.78 188.78 1069.9 407.93 0.03 0.4521
1323903600 20111214230000 0 0 0.1512 0 0 0 0 0 0.144 -0.0048 0.0022 0.0081 188.78 188.78 1069.9 394.56 0.02 0.4521
1323907200 20111215000000 0 0 0.1462 0 0 0 0 0 0.1346 -0.0095 0.0033 0.0058 188.79 188.78 1069.91 382.01 0.01 0.4521
1323910800 20111215010000 0 0 0.1423 0 0 0 0 0 0.1261 -0.0138 0.0044 0.0042 188.79 188.79 1069.93 370.25 0.01 0.4521
1323914400 20111215020000 0 0 0.1379 0 0 0 0 0 0.1185 -0.018 0.0054 0.003 188.8 188.79 1069.95 359.24 0.01 0.452
1323918000 20111215030000 0 0 0.134 0 0 0 0 0 0.1115 -0.0218 0.0063 0.0021 188.8 188.8 1069.97 348.93 0.01 0.452
1323921600 20111215040000 0 0 0.1307 0 0 0 0 0 0.1068 -0.0245 0.007 0.0016 188.81 188.8 1069.99 339.12 0 0.452
1323925200 20111215050000 0 0 0.1279 0 0 0 0 0 0.1008 -0.028 0.0078 0.0011 188.82 188.81 1070.02 329.93 0 0.4519
1323928800 20111215060000 0 0 0.1246 0 0 0 0 0 0.0955 -0.0313 0.0086 0.0008 188.83 188.82 1070.05 321.32 0 0.4519
1323932400 20111215070000 0 0.0028 0.1218 0 0 0 0 0.0028 0.0906 -0.0343 0.0093 0.0005 188.84 188.83 1070.09 313.25 0 0.4518
1323936000 20111215080000 0 0.0097 0.118 0 0 0 0 0.0096 0.0862 -0.0504 0.01 0.0004 188.86 188.84 1070.14 305.66 0 0.4518
1323939600 20111215090000 1.2 0.0125 0.1158 0 0 0 0 0.0123 0.0821 -0.0826 0.0107 0.0003 188.22 188.86 1070.22 299.73 0.54 0.4545
1323943200 20111215100000 0.6 0.0292 0.1163 0 0 0 0 0.0288 0.0804 2.4635 0.011 0.1736 187.94 188.23 1067.73 310.74 0.64 0.4558
1323946800 20111215110000 0.5 0.0167 0.118 0 0 0 0 0.0165 0.0865 1.262 0.0103 0.1977 187.69 187.9 1066.46 323.36 0.67 0.4569
1323950400 20111215120000 0 0.0139 0.1202 0 0 0 0 0.0137 0.0935 0.6759 0.0093 0.1883 187.72 187.73 1065.78 333.76 0.48 0.4568
1323954000 20111215130000 0 0.0083 0.123 0 0 0 0 0.0082 0.0977 0.0727 0.0087 0.146 187.73 187.71 1065.7 339.45 0.33 0.4567
1323957600 20111215140000 0 0.0069 0.1246 0 0 0 0 0.0068 0.101 -0.0986 0.0082 0.101 187.75 187.74 1065.8 340.27 0.23 0.4566
1323961200 20111215150000 0 0 0.1241 0 0 0 0 0 0.1015 -0.0494 0.0082 0.0699 187.76 187.75 1065.85 337.92 0.16 0.4566
1323964800 20111215160000 1.3 0 0.1241 0 0 0 0 0 0.1001 -0.0279 0.0084 0.0483 187.06 187.76 1065.88 334.87 0.7 0.4597
1323968400 20111215170000 1 0 0.1257 0 0 0 0 0 0.1003 2.9585 0.0084 0.2331 186.53 187 1062.89 349.99 0.93 0.462
1323972000 20111215180000 1.1 0 0.1329 0 0 0 0 0 0.1113 2.2603 0.0071 0.3037 185.94 186.42 1060.61 371.04 1.13 0.4646
1323975600 20111215190000 0 0 0.1418 0 0 0 0 0 0.1256 1.4634 0.0054 0.3112 185.95 186.04 1059.13 390.15 0.82 0.4646
1323979200 20111215200000 0 0 0.1473 0 0 0 0 0 0.1359 0.2968 0.0042 0.2298 185.95 185.96 1058.83 399.96 0.58 0.4645
1323982800 20111215210000 0.1 0 0.1501 0 0 0 0 0 0.1407 0.0505 0.0036 0.1782 185.9 185.95 1058.78 404.17 0.45 0.4648
1323986400 20111215220000 0.4 0 0.1523 0 0 0 0 0 0.1438 0.2276 0.0033 0.1374 185.69 185.89 1058.55 404.26 0.5 0.4657
1323990000 20111215230000 0 0 0.1551 0 0 0 0 0 0.1438 0.9587 0.0033 0.1518 185.7 185.65 1057.58 405.39 0.34 0.4657
1323993600 20111216000000 0 0 0.154 0 0 0 0 0 0.1446 -0.2388 0.0033 0.105 185.7 185.71 1057.82 401.75 0.24 0.4657
1323997200 20111216010000 0 0 0.1523 0 0 0 0 0 0.142 0.0396 0.0036 0.0726 185.7 185.7 1057.78 395.18 0.16 0.4656
1324000800 20111216020000 0 0 0.1506 0 0 0 0 0 0.1373 -0.0265 0.0042 0.0503 185.71 185.7 1057.81 386.89 0.11 0.4656
1324004400 20111216030000 0.2 0 0.1495 0 0 0 0 0 0.1315 -0.014 0.0049 0.0348 185.6 185.71 1057.82 377.91 0.17 0.4661
1324008000 20111216040000 1.4 0 0.1495 0 0 0 0 0 0.1254 0.4925 0.0057 0.0525 184.86 185.58 1057.33 372.58 0.77 0.4693
1324011600 20111216050000 1.7 0 0.1551 0 0 0 0 0 0.125 3.4597 0.0059 0.2872 183.97 184.69 1053.83 391.09 1.28 0.4733
1324015200 20111216060000 2.4 0 0.1767 0 0 0 0 0 0.1437 4.0218 0.0039 0.4757 182.71 183.66 1049.77 427.09 1.94 0.4788
1324018800 20111216070000 2.8 0 0.2254 0 0 0 0 0 0.1784 4.9935 0.0003 0.6828 181.26 182.38 1044.72 480.36 2.6 0.4852
1324022400 20111216080000 2.5 0.0015 0.3102 0 0 0 0 0.0015 0.2318 5.2337 -0.0052 0.8454 179.98 181.04 1039.44 543.69 2.97 0.4909
1324026000 20111216090000 1.7 0.0147 0.417 0 0 0 0 0.0145 0.297 4.417 -0.0124 0.8954 179.12 179.91 1034.98 603.98 2.9 0.4947
1324029600 20111216100000 0.1 0.0221 0.5106 0 0 0 0 0.0218 0.359 2.4118 -0.0196 0.7854 179.07 179.3 1032.54 644.74 2.15 0.4949
1324033200 20111216110000 0.1 0.0206 0.5289 0 0 0 0 0.0204 0.3964 0.7916 -0.024 0.598 179.01 179.1 1031.74 662.58 1.6 0.4951
1324036800 20111216120000 0.5 0.0191 0.5084 0 0 0 0 0.0189 0.4124 0.5855 -0.026 0.4696 178.75 178.95 1031.15 666.18 1.37 0.4963
1324040400 20111216130000 0.5 0.0147 0.4674 0 0 0 0 0.0145 0.4148 0.9578 -0.0262 0.4058 178.49 178.7 1030.18 663.15 1.21 0.4975
1324044000 20111216140000 0.5 0.0074 0.417 0 0 0 0 0.0073 0.4091 1.0292 -0.0253 0.3603 178.22 178.44 1029.14 656.22 1.1 0.4986
1324047600 20111216150000 0.6 0 0.3805 0 0 0 0 0 0.399 1.1188 -0.0239 0.3318 177.9 178.15 1028.01 647.7 1.06 0.5001
1324051200 20111216160000 0.1 0 0.36 0 0 0 0 0 0.3876 0.9475 -0.0224 0.3027 177.82 177.91 1027.05 637.08 0.81 0.5004
1324054800 20111216170000 0.1 0 0.345 0 0 0 0 0 0.3718 0.3823 -0.0203 0.2307 177.75 177.82 1026.67 621.03 0.62 0.5007
1324058400 20111216180000 1 0 0.3279 0 0 0 0 0 0.3509 0.8284 -0.0177 0.2135 177.24 177.6 1025.83 606.53 0.91 0.503
1324062000 20111216190000 0 0 0.3157 0 0 0 0 0 0.3361 1.2443 -0.0157 0.2558 177.22 177.29 1024.57 596.93 0.65 0.5031
1324065600 20111216200000 0 0 0.3046 0 0 0 0 0 0.3227 0.2389 -0.014 0.183 177.21 177.23 1024.33 581.56 0.47 0.5031
1324069200 20111216210000 0 0 0.293 0 0 0 0 0 0.3039 0.0805 -0.0117 0.131 177.2 177.21 1024.25 563.1 0.33 0.5032
1324072800 20111216220000 0 0 0.2791 0 0 0 0 0 0.2816 0.0478 -0.009 0.092 177.19 177.19 1024.2 543.24 0.24 0.5032
1324076400 20111216230000 0 0 0.2653 0 0 0 0 0 0.2601 0.0346 -0.0065 0.066 177.18 177.19 1024.17 523.18 0.17 0.5032
1324080000 20111217000000 0 0 0.2503 0 0 0 0 0 0.2414 0.0252 -0.0044 0.0487 177.18 177.18 1024.14 503.48 0.12 0.5033
1324083600 20111217010000 0 0 0.2382 0 0 0 0 0 0.2225 0.016 -0.0023 0.0349 177.17 177.17 1024.13 484.48 0.09 0.5033
1324087200 20111217020000 0 0 0.2293 0 0 0 0 0 0.2053 0.0077 -0.0004 0.025 177.17 177.17 1024.12 466.41 0.06 0.5033
1324090800 20111217030000 0 0 0.2177 0 0 0 0 0 0.1896 0.0004 0.0013 0.0179 177.17 177.17 1024.12 449.37 0.05 0.5033
1324094400 20111217040000 0 0 0.2105 0 0 0 0 0 0.1756 -0.0063 0.0029 0.0128 177.18 177.17 1024.13 433.38 0.03 0.5033
1324098000 20111217050000 0 0 0.2027 0 0 0 0 0 0.163 -0.0126 0.0044 0.0091 177.18 177.18 1024.14 418.44 0.02 0.5032
1324101600 20111217060000 0 0 0.1955 0 0 0 0 0 0.1517 -0.0185 0.0058 0.0065 177.19 177.18 1024.16 404.5 0.02 0.5032
1324105200 20111217070000 0 0.0011 0.1889 0 0 0 0 0.0011 0.1416 -0.0252 0.0071 0.0047 177.2 177.19 1024.18 391.52 0.01 0.5032
1324108800 20111217080000 0 0.0164 0.1822 0 0 0 0 0.0162 0.1326 -0.051 0.0083 0.0033 177.22 177.2 1024.23 379.41 0.01 0.5031
1324112400 20111217090000 0 0.0567 0.1761 0 0 0 0 0.0561 0.1244 -0.1389 0.0094 0.0024 177.29 177.24 1024.37 368.09 0.01 0.5028
1324116000 20111217100000 0 0.0742 0.1711 0 0 0 0 0.0734 0.1171 -0.2616 0.0105 0.0017 177.37 177.3 1024.64 357.52 0 0.5024
1324119600 20111217110000 0 0.0655 0.1667 0 0 0 0 0.0648 0.1105 -0.3101 0.0114 0.0012 177.45 177.38 1024.95 347.67 0 0.5021
1324123200 20111217120000 0 0.0447 0.1628 0 0 0 0 0.0442 0.106 -0.3022 0.0121 0.001 177.5 177.46 1025.26 338.33 0 0.5018
1324126800 20111217130000 0 0.0284 0.159 0 0 0 0 0.0281 0.1004 -0.2034 0.013 0.0007 177.54 177.51 1025.46 329.63 0 0.5016
1324130400 20111217140000 0 0.012 0.1584 0 0 0 0 0.0119 0.0953 -0.1522 0.0138 0.0005 177.57 177.55 1025.62 321.51 0 0.5015
1324134000 20111217150000 0 0.0011 0.1567 0 0 0 0 0.0011 0.0907 -0.0897 0.0145 0.0003 177.58 177.57 1025.71 313.92 0 0.5015
1324137600 20111217160000 0 0 0.1523 0 0 0 0 0 0.0865 -0.0555 0.0152 0.0002 177.6 177.59 1025.76 306.81 0 0.5014
1324141200 20111217170000 0 0 0.1484 0 0 0 0 0 0.0827 -0.0614 0.0159 0.0002 177.62 177.6 1025.82 300.14 0 0.5013
1324144800 20111217180000 0 0 0.144 0 0 0 0 0 0.0792 -0.0633 0.0165 0.0001 177.63 177.62 1025.89 293.88 0 0.5012
1324148400 20111217190000 0 0 0.1412 0 0 0 0 0 0.076 -0.0659 0.0171 0.0001 177.65 177.64 1025.96 287.99 0 0.5012
1324152000 20111217200000 0 0 0.1379 0 0 0 0 0 0.0731 -0.0681 0.0176 0 177.67 177.65 1026.02 282.45 0 0.5011
1324155600 20111217210000 0.7 0 0.1357 0 0 0 0 0 0.0704 -0.0703 0.0182 0 177.34 177.67 1026.1 277.93 0.35 0.5025
1324159200 20111217220000 1.4 0 0.1362 0 0 0 0 0 0.0682 1.6038 0.0186 0.107 176.66 177.26 1024.48 285.07 0.95 0.5055
1324162800 20111217230000 0 0 0.1401 0 0 0 0 0 0.0753 1.861 0.0175 0.2605 176.68 176.79 1022.6 305.34 0.68 0.5055
1324166400 20111218000000 0 0 0.1423 0 0 0 0 0 0.0838 0.3516 0.0161 0.1924 176.69 176.7 1022.24 317.8 0.49 0.5054
1324170000 20111218010000 0 0 0.1462 0 0 0 0 0 0.0887 0.0272 0.0153 0.1492 176.71 176.69 1022.21 325.38 0.34 0.5053
1324173600 20111218020000 0.2 0 0.1479 0 0 0 0 0 0.0929 -0.0801 0.0146 0.1032 176.62 176.71 1022.29 328.07 0.33 0.5057
1324177200 20111218030000 0.6 0 0.1484 0 0 0 0 0 0.0944 0.422 0.0143 0.1022 176.34 176.6 1021.87 330.88 0.54 0.5069
1324180800 20111218040000 0 0 0.1501 0 0 0 0 0 0.096 1.2605 0.0141 0.1633 176.36 176.28 1020.59 339.01 0.37 0.5069
1324184400 20111218050000 0 0 0.1501 0 0 0 0 0 0.1008 -0.3478 0.0135 0.113 176.37 176.37 1020.95 341.58 0.26 0.5068
1324188000 20111218060000 0 0 0.1495 0 0 0 0 0 0.1023 0.0118 0.0132 0.0781 176.38 176.37 1020.93 340.48 0.18 0.5068
1324191600 20111218070000 0 0.001 0.1479 0 0 0 0 0.001 0.1016 -0.0665 0.0133 0.0541 176.4 176.39 1021 337.05 0.12 0.5067
1324195200 20111218080000 0 0.0188 0.144 0 0 0 0 0.0186 0.0996 -0.0544 0.0136 0.0374 176.43 176.4 1021.06 332.17 0.08 0.5065
1324198800 20111218090000 0 0.0545 0.1412 0 0 0 0 0.0539 0.0968 -0.1431 0.0141 0.0259 176.5 176.44 1021.2 326.43 0.06 0.5062
1324202400 20111218100000 0 0.0673 0.1374 0 0 0 0 0.0665 0.0935 -0.2951 0.0146 0.0179 176.58 176.51 1021.5 320.27 0.04 0.5059
1324206000 20111218110000 0 0.0743 0.134 0 0 0 0 0.0735 0.09 -0.3247 0.0151 0.0124 176.67 176.59 1021.83 313.94 0.03 0.5055
1324209600 20111218120000 0 0.0554 0.1313 0 0 0 0 0.0548 0.0865 -0.3539 0.0157 0.0086 176.74 176.68 1022.18 307.66 0.02 0.5052
1324213200 20111218130000 0 0.0228 0.1279 0 0 0 0 0.0225 0.0832 -0.2605 0.0163 0.0059 176.78 176.75 1022.45 301.54 0.01 0.505
1324216800 20111218140000 0 0.005 0.1257 0 0 0 0 0.0049 0.08 -0.1292 0.0168 0.0041 176.8 176.78 1022.58 295.63 0.01 0.5049
1324220400 20111218150000 0 0.001 0.1246 0 0 0 0 0.001 0.0769 -0.0765 0.0174 0.0028 176.82 176.8 1022.65 289.96 0.01 0.5048
1324224000 20111218160000 0 0 0.1213 0 0 0 0 0 0.0741 -0.0719 0.0179 0.002 176.84 176.82 1022.73 284.54 0 0.5048
1324227600 20111218170000 0 0 0.1191 0 0 0 0 0 0.0714 -0.0708 0.0184 0.0014 176.85 176.84 1022.8 279.37 0 0.5047
1324231200 20111218180000 0 0 0.1174 0 0 0 0 0 0.0689 -0.0735 0.0189 0.0009 176.87 176.86 1022.87 274.46 0 0.5046
1324234800 20111218190000 0 0 0.1141 0 0 0 0 0 0.0666 -0.0752 0.0193 0.0006 176.89 176.88 1022.95 269.8 0 0.5045
1324238400 20111218200000 0 0 0.1124 0 0 0 0 0 0.0644 -0.077 0.0198 0.0004 176.91 176.9 1023.03 265.38 0 0.5044
1324242000 20111218210000 0 0 0.1113 0 0 0 0 0 0.0624 -0.0787 0.0202 0.0003 176.93 176.92 1023.11 261.19 0 0.5043
1324245600 20111218220000 0 0 0.1091 0 0 0 0 0 0.0605 -0.0804 0.0206 0.0002 176.95 176.94 1023.19 257.21 0 0.5042
1324249200 20111218230000 0 0 0.1074 0 0 0 0 0 0.0588 -0.0819 0.0209 0.0001 176.98 176.96 1023.27 253.44 0 0.5041
1324252800 20111219000000 0 0 0.1063 0 0 0 0 0 0.0572 -0.0833 0.0213 0.0001 177 176.98 1023.35 249.87 0 0.504
1324256400 20111219010000 0 0 0.1052 0 0 0 0 0 0.0556 -0.0847 0.0216 0.0001 177.02 177 1023.44 246.47 0 0.5039
1324260000 20111219020000 0.3 0 0.103 0 0 0 0 0 0.0542 -0.086 0.0219 0 176.89 177.02 1023.53 243.55 0.15 0.5045
1324263600 20111219030000 0 0 0.1025 0 0 0 0 0 0.053 0.627 0.0222 0.0462 176.91 176.86 1022.89 245.09 0.1 0.5044
1324267200 20111219040000 0 0 0.1008 0 0 0 0 0 0.0536 -0.247 0.0221 0.0319 176.94 176.93 1023.14 245.13 0.07 0.5043
1324270800 20111219050000 0 0 0.0997 0 0 0 0 0 0.0536 -0.0524 0.0221 0.0221 176.96 176.94 1023.2 244.19 0.05 0.5042
